free_text,sentiment_free_text,sentiment_score_free_text,free_text_len,rating_score,feedback_labels,emotion_free_text,label,abs_sentiment
Very efficient way to re register to the practice and I was able to get an appointment and what I needed within the timeframe I expected,positive,0.9053193927,25.0,5.0,Accessibility and Convenience,approval,0,0.9053193927
Good availability of doctors Phone is answered reasonably quickly and helpful staff,positive,0.9318918586,12.0,5.0,Accessibility and Convenience,admiration,0,0.9318918586
I have never had to wait for more than a few days for an appointment and if I need to be seen urgently I can arrange a same day appointment The GPs are professional and kind and most of all they listen,positive,0.633949995,42.0,5.0,Staff Professionalism,neutral,0,0.633949995
got appointment within a week Portal is working well Dr was as usual V informative and helpful,positive,0.939469874,18.0,5.0,Appointment Availability,approval,0,0.939469874
Staff are always unpleasant and rude,negative,0.8950250745,6.0,1.0,Follow-up and Continuity of Care,annoyance,0,-0.8950250745
It s far and away the best practice that we have ever known We have a second home in the country and the complaints we hear about the local surgery are legion,positive,0.8779017925,31.0,5.0,Feedback and Complaints Handling,admiration,0,0.8779017925
My appointment was booked for a few weeks and I received a communication by email as the person who sent that email was unaware i was already book Then after a week received another email confirming that I could go ahead with my previous booking,neutral,0.833645165,45.0,3.0,Appointment Availability,neutral,0,0.833645165
Some of the Doctors are wonderful such as Dr PERSON and Dr PERSON especially There are others that I choose never to have anything to do with,positive,0.8671146631,27.0,4.0,Staff Professionalism,admiration,0,0.8671146631
Professional all round care delivered in with empathy and compassion,positive,0.8759572506,10.0,5.0,Patient Respect,caring,0,0.8759572506
I have been a patient for a very long time and have always been happy with the care and kindness shown to my husband and me,positive,0.9547893405,26.0,5.0,Patient Respect,joy,0,0.9547893405
I have been going to this surgery for years I highly recommend them They are very efficient and helpful,positive,0.9791309237,19.0,5.0,Staff Professionalism,admiration,0,0.9791309237
Always good service polite supportive and reassuring,positive,0.9447537065,7.0,5.0,Patient Respect,admiration,0,0.9447537065
you need to be treated by a neurologist but it s impossible to get to him,negative,0.7438386083,15.0,4.0,Appointment Availability,neutral,0,-0.7438386083
The doctors are incredible They actually listen and take action The reception staff are lovely and really helpful and the nurses are amazing,positive,0.9742141366,23.0,5.0,Staff Professionalism,admiration,0,0.9742141366
I am impressed by the service thé kindness that I get every time I come or call,positive,0.9607731104,17.0,5.0,Follow-up and Continuity of Care,admiration,0,0.9607731104
Too many patients already I have been a patient for over 50 years I used to know my doctor PERSON and he knew me Since he left I have seen countless numbers of doctors all Very good but no sense of familiarity with me or any of my conditions Practice always efficient but for this loyal 85 year old detached and soulless,negative,0.6101961136,64.0,3.0,Follow-up and Continuity of Care,neutral,0,-0.6101961136
I have been with your practice for many years as far back as Pelham Street and have always been happy slightly perturbed because now very difficult to see or speak with Dr PERSON whose opinion I value very highly and in whom I have complete trust Having said that I recently had a health check and was very happy with your new doctor PERSON this was a very different experience from the last one I had which was conducted by someone who was unable to explain the results or answer any questions,neutral,0.4118170142,95.0,5.0,Patient Respect,joy,0,0.4118170142
Dr PERSON takes huge trouble and the receptionists are very helpful this practice takes trouble to give assurance and is a centre of excellence who tries to look at patients in person Big thank you,positive,0.837040901,37.0,5.0,Reception Staff Interaction,gratitude,0,0.837040901
The quality of care was excellent and I was able to have a virtual appointment very quickly The doctor was really professional and cared about my questions,positive,0.9624203444,27.0,5.0,Staff Professionalism,admiration,0,0.9624203444
Good doctor nice premises helpful staff,positive,0.902983546,6.0,5.0,Staff Professionalism,admiration,0,0.902983546
Have been attached to the surgery for almost 40 years and have always been dealt with professional and caring manner,positive,0.80802083,20.0,5.0,Follow-up and Continuity of Care,caring,0,0.80802083
Always available over the phone and helpful Good advice,positive,0.9527469277,9.0,4.0,Follow-up and Continuity of Care,approval,0,0.9527469277
Difficulty seeing GPs and always different,neutral,0.7277774215,6.0,4.0,Mental Health Support,neutral,0,0.7277774215
Good Doctors and practice team good building and good systems thank you,positive,0.96510911,12.0,5.0,Staff Professionalism,gratitude,0,0.96510911
i i didn t have to wait long I am a long time patient of Dr PERSON and try to keep appointments to a minimum But if I need to see him he is there Now waiting for an appointment for a minor surgery to be done by the Dr,neutral,0.6740800738,49.0,5.0,Waiting Time,neutral,0,0.6740800738
Appointments are available relatively easily often online booking Advice is good Prescriptions are easy to arrange online,positive,0.8678135872,17.0,5.0,Appointment Availability,approval,0,0.8678135872
Always available prompt to respond I trust the doctors at the surgery,positive,0.8639063239,13.0,5.0,Follow-up and Continuity of Care,approval,0,0.8639063239
This was a telephone appointment only It was helpful but as the technology did t allow me to upload a photo I needed to a visit in person would have been more satisfactory However the doctor was helpful and arranged for me to have blood tests,positive,0.4359258413,46.0,4.0,Appointment Availability,neutral,0,0.4359258413
The G P s specially Dr PERSON are outstanding,positive,0.943030417,8.0,5.0,Patient Respect,admiration,0,0.943030417
Many people I know are already patients,neutral,0.7879155278,7.0,4.0,Waiting Time,neutral,0,0.7879155278
I have been going to this surgery for almost 30 years and have always received good service,positive,0.9554057717,17.0,5.0,Follow-up and Continuity of Care,admiration,0,0.9554057717
There is very little empathy from your frontline staff who whilst being busy should acknowledge the patient and how long they have been registered at your Practice and not just been automatons in repeating if you want to speak to a Dr ring between X and X People are human not robots,negative,0.621083796,52.0,3.0,Staff Empathy and Compassion,neutral,0,-0.621083796
I have been a patient at this surgery for almost 20 years and have always been satisfied with the attention from the doctors or the wonderful nursing team,positive,0.9631415009,28.0,4.0,Treatment Quality,approval,0,0.9631415009
Some of the care I recetve is faultless and PERSON is a great support however i have no relationship with a doctor and if I need to see one they mainly look at their screnes i have had lost and confused blood and pee tests NOTwhere PERSON is concerned and if I was a less perky nearly 92 year old with support from friends I could have been in trouble,negative,0.8373429775,71.0,3.0,Test Results,approval,0,-0.8373429775
Very prepared and always available professionals,positive,0.8990038633,6.0,5.0,Staff Professionalism,admiration,0,0.8990038633
A lot of attention is given to every issue easily available appointments in case of urgency,positive,0.5781219006,16.0,5.0,Appointment Availability,approval,0,0.5781219006
The staff are helpful friendly and efficient There are several doctors and all day appointment slots I especially appreciate the wide range of services that are on offer on site meaning less hospital visits The easy to use on line service is functional and saves time too This modern well equipped surgery still manages to maintain a friendly doctor patient atmosphere,positive,0.9423481822,61.0,5.0,Staff Professionalism,admiration,0,0.9423481822
First class NHS surgery with brilliant doctors nurses and very helpful admin staff,positive,0.976518214,14.0,5.0,Staff Professionalism,admiration,0,0.976518214
Efficiently seen to really good service,positive,0.9569429755,6.0,5.0,Patient Respect,admiration,0,0.9569429755
I am visiting surgery long time and I m very happy,positive,0.9810799956,10.0,5.0,Waiting Time,joy,0,0.9810799956
I ve been a patient at this practice for decades and feel the staff have always done what they can to help,positive,0.9003905058,21.0,4.0,Staff Empathy and Compassion,approval,0,0.9003905058
Good quality of care and appreciate the 9 11am urgent issues service,positive,0.9484599829,11.0,5.0,Patient Respect,admiration,0,0.9484599829
The amazing care from the reception staff to all Doctors,positive,0.976278007,10.0,5.0,Reception Staff Interaction,admiration,0,0.976278007
Very clean bright comfortable environment Pleasant people Seen quickly Dealt with efficiently Excellent no fuss care,positive,0.94111377,15.0,5.0,Facility Cleanliness,admiration,0,0.94111377
Professional friendly helpful in fact fantastic,positive,0.9546425343,8.0,5.0,Staff Professionalism,admiration,0,0.9546425343
They are always there when I need them especially when it comes to kids,positive,0.754524827,14.0,5.0,Follow-up and Continuity of Care,neutral,0,0.754524827
The waiting time is very short,neutral,0.5710015893,6.0,5.0,Waiting Time,neutral,0,0.5710015893
Prompt care even when it is not possible to see or hear from my GP,neutral,0.566060245,15.0,5.0,Follow-up and Continuity of Care,caring,0,0.566060245
Punctual appointment and very little delay between my call and being attended to Pleasant service,neutral,0.5803289413,15.0,5.0,Patient Respect,neutral,0,0.5803289413
you have provided an excellent service all the way through with really good diagnosticians,positive,0.97549963,14.0,5.0,Follow-up and Continuity of Care,admiration,0,0.97549963
Though more difficult to see the same GP that one likes nowadays I can say I was very satisfied with the GP I saw At my last visit,positive,0.8142601848,28.0,5.0,Follow-up and Continuity of Care,joy,0,0.8142601848
I left a poor practice hoped the Stanhope practice would be better I m afraid many practices have issues are not providing a good service to their patients,negative,0.9129459262,29.0,3.0,Patient Respect,fear,0,-0.9129459262
I met Dr PERSON at the surgery and following this a telephone call She listen my medical issues and prepared a plan of action She was very Professional in her care and advice to me,positive,0.5435804725,35.0,5.0,Follow-up and Continuity of Care,caring,0,0.5435804725
very happy with my GP provider,positive,0.978125274,6.0,5.0,Patient Respect,joy,0,0.978125274
